Product Name,MTC,Region,Profiles,Contract Length,Min,Max,Valid From,Valid To,Units (p/kWh),Day Units (p/kWh),Night Units (p/kWh),Eve/We Units (p/kWh),Weekday Units (p/kWh),Winter Eve Units (p/kWh)
SWAE P3 2R (Eve/We) 12 months,220 740 741 221,21,3,12,250001,293000,07/10/2019,06/10/2020,,,,12.76,14.77,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,5000,10000,07/10/2019,06/10/2021,,,,15.48,17.77,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,10001,20000,07/10/2019,06/10/2021,,,,14,16.29,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,20001,30000,07/10/2019,06/10/2021,,,,13.4,15.69,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,30001,40000,07/10/2019,06/10/2021,,,,13.25,15.54,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,40001,50000,07/10/2019,06/10/2021,,,,13.11,15.4,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,50001,60000,07/10/2019,06/10/2021,,,,13.06,15.35,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,60001,73200,07/10/2019,06/10/2021,,,,13.02,15.31,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,73201,100000,07/10/2019,06/10/2021,,,,12.97,15.26,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,100001,150000,07/10/2019,06/10/2021,,,,12.92,15.21,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,150001,200000,07/10/2019,06/10/2021,,,,12.89,15.18,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,200001,250000,07/10/2019,06/10/2021,,,,12.88,15.17,
SWAE P3 2R (Eve/We) 24 months,220 740 741 221,21,3,24,250001,293000,07/10/2019,06/10/2021,,,,12.87,15.16,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,5000,10000,07/10/2019,06/10/2022,,,,15.6,17.86,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,10001,20000,07/10/2019,06/10/2022,,,,14.11,16.37,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,20001,30000,07/10/2019,06/10/2022,,,,13.5,15.76,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,30001,40000,07/10/2019,06/10/2022,,,,13.34,15.6,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,40001,50000,07/10/2019,06/10/2022,,,,13.21,15.47,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,50001,60000,07/10/2019,06/10/2022,,,,13.15,15.41,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,60001,73200,07/10/2019,06/10/2022,,,,13.11,15.37,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,73201,100000,07/10/2019,06/10/2022,,,,13.06,15.32,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,100001,150000,07/10/2019,06/10/2022,,,,13.02,15.28,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,150001,200000,07/10/2019,06/10/2022,,,,12.98,15.24,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,200001,250000,07/10/2019,06/10/2022,,,,12.97,15.23,
SWAE P3 2R (Eve/We) 36 months,220 740 741 221,21,3,36,250001,293000,07/10/2019,06/10/2022,,,,12.96,15.22,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,5000,10000,07/10/2019,06/10/2023,,,,15.84,18.23,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,10001,20000,07/10/2019,06/10/2023,,,,14.32,16.71,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,20001,30000,07/10/2019,06/10/2023,,,,13.71,16.1,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,30001,40000,07/10/2019,06/10/2023,,,,13.55,15.94,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,40001,50000,07/10/2019,06/10/2023,,,,13.41,15.8,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,50001,60000,07/10/2019,06/10/2023,,,,13.36,15.75,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,60001,73200,07/10/2019,06/10/2023,,,,13.31,15.7,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,73201,100000,07/10/2019,06/10/2023,,,,13.27,15.66,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,100001,150000,07/10/2019,06/10/2023,,,,13.22,15.61,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,150001,200000,07/10/2019,06/10/2023,,,,13.19,15.58,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,200001,250000,07/10/2019,06/10/2023,,,,13.17,15.56,
SWAE P3 2R (Eve/We) 48 months,221 220 740 741,21,3,48,250001,293000,07/10/2019,06/10/2023,,,,13.16,15.55,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,5000,10000,07/10/2019,06/10/2024,,,,16.2,18.72,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,10001,20000,07/10/2019,06/10/2024,,,,14.67,17.19,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,20001,30000,07/10/2019,06/10/2024,,,,14.05,16.57,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,30001,40000,07/10/2019,06/10/2024,,,,13.89,16.41,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,40001,50000,07/10/2019,06/10/2024,,,,13.75,16.27,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,50001,60000,07/10/2019,06/10/2024,,,,13.69,16.21,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,60001,73200,07/10/2019,06/10/2024,,,,13.65,16.17,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,73201,100000,07/10/2019,06/10/2024,,,,13.6,16.12,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,100001,150000,07/10/2019,06/10/2024,,,,13.55,16.07,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,150001,200000,07/10/2019,06/10/2024,,,,13.52,16.04,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,200001,250000,07/10/2019,06/10/2024,,,,13.5,16.02,
SWAE P3 2R (Eve/We) 60 months,220 740 741 221,21,3,60,250001,293000,07/10/2019,06/10/2024,,,,13.49,16.01,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,5000,10000,07/10/2019,06/10/2020,13.42,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,10001,20000,07/10/2019,06/10/2020,12.17,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,20001,30000,07/10/2019,06/10/2020,11.65,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,30001,40000,07/10/2019,06/10/2020,11.54,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,40001,50000,07/10/2019,06/10/2020,11.43,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,50001,60000,07/10/2019,06/10/2020,11.39,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,60001,73200,07/10/2019,06/10/2020,11.36,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,73201,100000,07/10/2019,06/10/2020,11.32,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,100001,150000,07/10/2019,06/10/2020,11.29,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,150001,200000,07/10/2019,06/10/2020,11.27,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,200001,250000,07/10/2019,06/10/2020,11.26,,,,,
SWAE P4 1R (RESTRICTED HOURS) 12 months,603 604 605 606 607 608 623,21,4,12,250001,293000,07/10/2019,06/10/2020,11.25,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,5000,10000,07/10/2019,06/10/2021,13.56,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,10001,20000,07/10/2019,06/10/2021,12.3,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,20001,30000,07/10/2019,06/10/2021,11.78,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,30001,40000,07/10/2019,06/10/2021,11.67,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,40001,50000,07/10/2019,06/10/2021,11.55,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,50001,60000,07/10/2019,06/10/2021,11.51,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,60001,73200,07/10/2019,06/10/2021,11.48,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,73201,100000,07/10/2019,06/10/2021,11.45,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,100001,150000,07/10/2019,06/10/2021,11.41,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,150001,200000,07/10/2019,06/10/2021,11.39,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,200001,250000,07/10/2019,06/10/2021,11.38,,,,,
SWAE P4 1R (RESTRICTED HOURS) 24 months,603 604 605 606 607 608 623,21,4,24,250001,293000,07/10/2019,06/10/2021,11.37,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,5000,10000,07/10/2019,06/10/2022,13.69,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,10001,20000,07/10/2019,06/10/2022,12.41,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,20001,30000,07/10/2019,06/10/2022,11.89,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,30001,40000,07/10/2019,06/10/2022,11.77,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,40001,50000,07/10/2019,06/10/2022,11.66,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,50001,60000,07/10/2019,06/10/2022,11.62,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,60001,73200,07/10/2019,06/10/2022,11.58,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,73201,100000,07/10/2019,06/10/2022,11.55,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,100001,150000,07/10/2019,06/10/2022,11.51,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,150001,200000,07/10/2019,06/10/2022,11.49,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,200001,250000,07/10/2019,06/10/2022,11.48,,,,,
SWAE P4 1R (RESTRICTED HOURS) 36 months,603 604 605 606 607 608 623,21,4,36,250001,293000,07/10/2019,06/10/2022,11.47,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,5000,10000,07/10/2019,06/10/2023,13.9,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,10001,20000,07/10/2019,06/10/2023,12.61,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,20001,30000,07/10/2019,06/10/2023,12.09,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,30001,40000,07/10/2019,06/10/2023,11.97,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,40001,50000,07/10/2019,06/10/2023,11.85,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,50001,60000,07/10/2019,06/10/2023,11.81,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,60001,73200,07/10/2019,06/10/2023,11.78,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,73201,100000,07/10/2019,06/10/2023,11.74,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,100001,150000,07/10/2019,06/10/2023,11.71,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,150001,200000,07/10/2019,06/10/2023,11.68,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,200001,250000,07/10/2019,06/10/2023,11.67,,,,,
SWAE P4 1R (RESTRICTED HOURS) 48 months,603 604 605 606 607 608 623,21,4,48,250001,293000,07/10/2019,06/10/2023,11.66,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,5000,10000,07/10/2019,06/10/2024,14.24,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,10001,20000,07/10/2019,06/10/2024,12.94,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,20001,30000,07/10/2019,06/10/2024,12.4,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,30001,40000,07/10/2019,06/10/2024,12.28,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,40001,50000,07/10/2019,06/10/2024,12.17,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,50001,60000,07/10/2019,06/10/2024,12.12,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,60001,73200,07/10/2019,06/10/2024,12.09,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,73201,100000,07/10/2019,06/10/2024,12.05,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,100001,150000,07/10/2019,06/10/2024,12.02,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,150001,200000,07/10/2019,06/10/2024,11.99,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,200001,250000,07/10/2019,06/10/2024,11.98,,,,,
SWAE P4 1R (RESTRICTED HOURS) 60 months,603 604 605 606 607 608 623,21,4,60,250001,293000,07/10/2019,06/10/2024,11.97,,,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,5000,10000,07/10/2019,06/10/2020,,17.56,14.04,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,10001,20000,07/10/2019,06/10/2020,,16.09,12.57,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,20001,30000,07/10/2019,06/10/2020,,15.49,11.97,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,30001,40000,07/10/2019,06/10/2020,,15.34,11.82,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,40001,50000,07/10/2019,06/10/2020,,15.21,11.69,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,50001,60000,07/10/2019,06/10/2020,,15.15,11.63,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,60001,73200,07/10/2019,06/10/2020,,15.11,11.59,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,73201,100000,07/10/2019,06/10/2020,,15.07,11.55,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,100001,150000,07/10/2019,06/10/2020,,15.02,11.5,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,150001,200000,07/10/2019,06/10/2020,,14.99,11.47,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,200001,250000,07/10/2019,06/10/2020,,14.97,11.45,,,
SWAE P4 2R (8Hr Night) 12 months,190 192,21,4,12,250001,293000,07/10/2019,06/10/2020,,14.96,11.44,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,5000,10000,07/10/2019,06/10/2021,,17.89,14.17,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,10001,20000,07/10/2019,06/10/2021,,16.41,12.69,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,20001,30000,07/10/2019,06/10/2021,,15.81,12.09,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,30001,40000,07/10/2019,06/10/2021,,15.65,11.93,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,40001,50000,07/10/2019,06/10/2021,,15.52,11.8,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,50001,60000,07/10/2019,06/10/2021,,15.47,11.75,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,60001,73200,07/10/2019,06/10/2021,,15.43,11.71,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,73201,100000,07/10/2019,06/10/2021,,15.38,11.66,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,100001,150000,07/10/2019,06/10/2021,,15.33,11.61,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,150001,200000,07/10/2019,06/10/2021,,15.3,11.58,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,200001,250000,07/10/2019,06/10/2021,,15.28,11.56,,,
SWAE P4 2R (8Hr Night) 24 months,190 192,21,4,24,250001,293000,07/10/2019,06/10/2021,,15.27,11.55,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,5000,10000,07/10/2019,06/10/2022,,17.99,14.28,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,10001,20000,07/10/2019,06/10/2022,,16.49,12.78,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,20001,30000,07/10/2019,06/10/2022,,15.89,12.18,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,30001,40000,07/10/2019,06/10/2022,,15.73,12.02,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,40001,50000,07/10/2019,06/10/2022,,15.6,11.89,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,50001,60000,07/10/2019,06/10/2022,,15.54,11.83,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,60001,73200,07/10/2019,06/10/2022,,15.5,11.79,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,73201,100000,07/10/2019,06/10/2022,,15.45,11.74,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,100001,150000,07/10/2019,06/10/2022,,15.4,11.69,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,150001,200000,07/10/2019,06/10/2022,,15.37,11.66,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,200001,250000,07/10/2019,06/10/2022,,15.36,11.65,,,
SWAE P4 2R (8Hr Night) 36 months,190 192,21,4,36,250001,293000,07/10/2019,06/10/2022,,15.35,11.64,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,5000,10000,07/10/2019,06/10/2023,,18.32,14.52,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,10001,20000,07/10/2019,06/10/2023,,16.81,13.01,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,20001,30000,07/10/2019,06/10/2023,,16.19,12.39,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,30001,40000,07/10/2019,06/10/2023,,16.04,12.24,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,40001,50000,07/10/2019,06/10/2023,,15.9,12.1,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,50001,60000,07/10/2019,06/10/2023,,15.85,12.05,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,60001,73200,07/10/2019,06/10/2023,,15.8,12,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,73201,100000,07/10/2019,06/10/2023,,15.76,11.96,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,100001,150000,07/10/2019,06/10/2023,,15.71,11.91,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,150001,200000,07/10/2019,06/10/2023,,15.68,11.88,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,200001,250000,07/10/2019,06/10/2023,,15.66,11.86,,,
SWAE P4 2R (8Hr Night) 48 months,190 192,21,4,48,250001,293000,07/10/2019,06/10/2023,,15.65,11.85,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,5000,10000,07/10/2019,06/10/2024,,18.8,14.87,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,10001,20000,07/10/2019,06/10/2024,,17.27,13.34,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,20001,30000,07/10/2019,06/10/2024,,16.65,12.72,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,30001,40000,07/10/2019,06/10/2024,,16.49,12.56,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,40001,50000,07/10/2019,06/10/2024,,16.35,12.42,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,50001,60000,07/10/2019,06/10/2024,,16.29,12.36,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,60001,73200,07/10/2019,06/10/2024,,16.25,12.32,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,73201,100000,07/10/2019,06/10/2024,,16.2,12.27,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,100001,150000,07/10/2019,06/10/2024,,16.15,12.22,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,150001,200000,07/10/2019,06/10/2024,,16.12,12.19,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,200001,250000,07/10/2019,06/10/2024,,16.1,12.17,,,
SWAE P4 2R (8Hr Night) 60 months,190 192,21,4,60,250001,293000,07/10/2019,06/10/2024,,16.09,12.16,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,5000,10000,07/10/2019,06/10/2020,,17.45,13.75,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,10001,20000,07/10/2019,06/10/2020,,15.98,12.28,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,20001,30000,07/10/2019,06/10/2020,,15.38,11.68,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,30001,40000,07/10/2019,06/10/2020,,15.23,11.53,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,40001,50000,07/10/2019,06/10/2020,,15.1,11.4,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,50001,60000,07/10/2019,06/10/2020,,15.04,11.34,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,60001,73200,07/10/2019,06/10/2020,,15,11.3,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,73201,100000,07/10/2019,06/10/2020,,14.96,11.26,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,100001,150000,07/10/2019,06/10/2020,,14.91,11.21,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,150001,200000,07/10/2019,06/10/2020,,14.88,11.18,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,200001,250000,07/10/2019,06/10/2020,,14.86,11.16,,,
SWAE P4 2R (Split) 12 months,141 142 143 144 145 146 208,21,4,12,250001,293000,07/10/2019,06/10/2020,,14.85,11.15,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,5000,10000,07/10/2019,06/10/2021,,17.77,13.87,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,10001,20000,07/10/2019,06/10/2021,,16.29,12.39,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,20001,30000,07/10/2019,06/10/2021,,15.69,11.79,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,30001,40000,07/10/2019,06/10/2021,,15.53,11.63,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,40001,50000,07/10/2019,06/10/2021,,15.4,11.5,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,50001,60000,07/10/2019,06/10/2021,,15.35,11.45,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,60001,73200,07/10/2019,06/10/2021,,15.3,11.4,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,73201,100000,07/10/2019,06/10/2021,,15.26,11.36,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,100001,150000,07/10/2019,06/10/2021,,15.21,11.31,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,150001,200000,07/10/2019,06/10/2021,,15.18,11.28,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,200001,250000,07/10/2019,06/10/2021,,15.16,11.26,,,
SWAE P4 2R (Split) 24 months,141 142 143 144 145 146 208,21,4,24,250001,293000,07/10/2019,06/10/2021,,15.15,11.25,,,
SWAE P4 2R (Split) 36 months,141 142 143 144 145 146 208,21,4,36,5000,10000,07/10/2019,06/10/2022,,17.87,14,,,
SWAE P4 2R (Split) 36 months,141 142 143 144 145 146 208,21,4,36,10001,20000,07/10/2019,06/10/2022,,16.37,12.5,,,
SWAE P4 2R (Split) 36 months,141 142 143 144 145 146 208,21,4,36,20001,30000,07/10/2019,06/10/2022,,15.76,11.89,,,
SWAE P4 2R (Split) 36 months,141 142 143 144 145 146 208,21,4,36,30001,40000,07/10/2019,06/10/2022,,15.61,11.74,,,
SWAE P4 2R (Split) 36 months,141 142 143 144 145 146 208,21,4,36,40001,50000,07/10/2019,06/10/2022,,15.48,11.61,,,
SWAE P4 2R (Split) 36 months,141 142 143 144 145 146 208,21,4,36,50001,60000,07/10/2019,06/10/2022,,15.42,11.55,,,
SWAE P4 2R (Split) 36 months,141 142 143 144 145 146 208,21,4,36,60001,73200,07/10/2019,06/10/2022,,15.38,11.51,,,
